Product Name,Brand,Price,Discount,Link,Image
Rapid Whitening,Sensodyne,130.67,-15.0,https://www.notino.cz/sensodyne/rapid-whitening-belici-zubni-pasta-pro-citlive-zuby-755952/,https://cdn.notinoimg.com/list_2k//sensodyne/2000012592935_01-o__210908.jpg
Extreme Promo Kit,Swissdent,341.0,-15.0,https://www.notino.cz/swissdent/extreme-promo-kit-kosmeticka-sada-v/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190150_01-o__200123.jpg
Advantage Cavity Protection,White Glo,151.56,-15.0,https://www.notino.cz/white-glo/advantage-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001117_01-o__210524.jpg
Flavour Collection Classic,Marvis,599.0,-15.0,https://www.notino.cz/marvis/marvis-flavour-collection-kosmeticka-sada-ii/,https://cdn.notinoimg.com/list_2k//marvis/8004395110490_01-o__190716.jpg
Aktiv Ochrana dásní & Citlivé zuby,Lacalut,599.0,-15.0,https://www.notino.cz/lacalut/sensitive-zubni-pasta-pro-ochranu-zubu-a-dasni/,https://cdn.notinoimg.com/list_2k//lacalut/4016369656747_01-o__210522.jpg
Total Active Fresh,Colgate,89.0,-15.0,https://www.notino.cz/colgate/total-active-fresh-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//colgate/8718951226838_01-o__220801.jpg
Toothpaste Mild Mint,Chicco,63.57,0,https://www.notino.cz/chicco/toothpaste-mild-mint-detska-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//chicco/8058664138708_01__231124.jpg
Certified Organic Anti-plaque,Ecodenta,303.0,0,https://www.notino.cz/ecodenta/expert-black-whitening-pasta-proti-zubnimu-plaku-a-pro-zdrave-dasne-s-kokosovym-olejem/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002155_01-o__210809.jpg
Toothpaste Dolce Vita,HAAN,303.0,0,https://www.notino.cz/haan/toothpaste-dolce-vita-zubni-pasta-s-fluoridem-s-prebiotiky/,https://cdn.notinoimg.com/list_2k//haan/5060669781349_01-o__230515.jpg
Up White Advanced Whitening,Perl Weiss,164.0,0,https://www.notino.cz/perl-weiss/up-white-advanced-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009512_01__240304.jpg
Natural Toothpaste Tablets without Fluoride,Denttabs,218.67,0,https://www.notino.cz/denttabs/natural-toothpaste-tablets-without-fluoride-zubni-pasta-bez-fluoridu-v-tabletach/,https://cdn.notinoimg.com/list_2k//denttabs/4260066813105_01-o__231115.jpg
Baby Spokojené děťátko,Weleda,73.0,0,https://www.notino.cz/weleda/baby-spokojene-detatko-sadapro-deti/,https://cdn.notinoimg.com/list_2k//weleda/8590129007797_01-o__240301.jpg
ADS DNA 712,Curasept,97.33,0,https://www.notino.cz/curasept/ads-dna-712-gelova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curasept/8056746073497_01-o__240503.jpg
Sensitive,Elgydium,90.0,0,https://www.notino.cz/elgydium/sensitive-zubni-pasta/,https://cdn.notinoimg.com/list_2k//elgydium/elgsenw_ktps10__150504.jpg
Kids Caries and Sugar Acid Protection,Lacalut,180.0,0,https://www.notino.cz/lacalut/kids-caries-and-sugar-acid-protection-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//lacalut/4016369542286_01-o__230908.jpg
Unicorn Sparkle 7+,Beverly Hills Formula,134.0,0,https://www.notino.cz/beverly-hills-formula/unicorn-sparkle-7-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/5020105004098_01-o__220912.jpg
Total Original XL,Colgate,178.67,0,https://www.notino.cz/colgate/total-original-xl-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//colgate/8714789710020_01-o__240404.jpg
Kids Peach,WOOM,179.0,0,https://www.notino.cz/woom/kids-peach-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/4751033920105_01-o__220629.jpg
Toothpaste Powder,My White Secret,358.0,0,https://www.notino.cz/my-white-secret/toothpaste-powder-zubni-pasta-v-prasku/,https://cdn.notinoimg.com/list_2k//my-white-secret/5060548390457_01-o__220829.jpg
Dinosaur,Brush Baby,149.0,0,https://www.notino.cz/brush-baby/dinosaur-detska-zubni-pasta-od-36-mesice/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178100464_01-o__230613.jpg
Super +,Ecodenta,198.67,0,https://www.notino.cz/ecodenta/super-prirodni-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001334591_01__220606.jpg
CBD Aloe Vera,White Pearl,134.0,0,https://www.notino.cz/white-pearl/cbd-aloe-vera-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-pearl/8594069333312_01-o__230725.jpg
Toothpaste White,BEN&ANNA,1.07,0,https://www.notino.cz/benanna/toothpaste-white-prirodni-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//benanna/4260491223029_01-o__230331.jpg
Toothpaste Coconut Whip,My White Secret,199.0,-15.0,https://www.notino.cz/my-white-secret/toothpaste-coconut-whip-zubni-pasta/,https://cdn.notinoimg.com/list_2k//my-white-secret/5060548390556_01-o__230913.jpg
Dental Care White Time Set,MEDIBLANC,331.67,-15.0,https://www.notino.cz/mediblanc/dental-care-white-time-set-sada-zubni-pecepro-zarive-bile-zuby/,https://cdn.notinoimg.com/list_2k//mediblanc/3760275382894_01__221220.jpg
Whitening & Tartar Control,White Glo,156.0,-15.0,https://www.notino.cz/white-glo/whitening-tartar-control-belici-pasta-s-kartackem/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001452_01-o__211129.jpg
Daily,TePe,104.0,-15.0,https://www.notino.cz/tepe/daily-zubni-pasta/,https://cdn.notinoimg.com/list_2k//tepe/7350121253391_01-o__240419.jpg
Gift Sets Great Coral,HAAN,95.0,-20.0,https://www.notino.cz/haan/gift-sets-great-coral-darkova-sada/,https://cdn.notinoimg.com/list_2k//haan/5060669781004_01-o__221122.jpg
Max White Bye Bye Stains,Colgate,126.67,-15.0,https://www.notino.cz/colgate/max-white-bye-bye-stains-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951610521_01-o__240404.jpg
Teeth Whitening Maximum LED,Hello Coco,970.0,-15.0,https://www.notino.cz/hello-coco/teeth-whitening-maximum-led-belici-sada-na-zuby/,https://cdn.notinoimg.com/list_2k//hello-coco/8588007594231_01-o__221123.jpg
Pharma B5,Yotuel,970.0,-15.0,https://www.notino.cz/yotuel/pharma-b5-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//yotuel/yotpb5w_ktps10__150428.jpg
Cool Spearmint,Signal,101.0,-15.0,https://www.notino.cz/signal/cool-spearmint-matova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/8720181111303_01-o__221114.jpg
Charcoal,Truthpaste,134.67,-15.0,https://www.notino.cz/truthpaste/charcoal-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080128_01-o__231127.jpg
Coconut Oil Shine,White Glo,2960.0,0,https://www.notino.cz/white-glo/coconut-oil-shine-belici-pasta-s-kartackem/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001131_01-o__211129.jpg
For Kids,Sylveco,2960.0,0,https://www.notino.cz/sylveco/for-kids-detska-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//sylveco/5902249016192_01-o__211103.jpg
Extra Sensitive,Lacalut,345.0,0,https://www.notino.cz/lacalut/sensitive-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//lacalut/4016369546147_01-o__210522.jpg
Toothpaste 6-24 months,Chicco,690.0,0,https://www.notino.cz/chicco/toothpaste-6-24-months-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//chicco/8003670743637_01-o__220624.jpg
Remineralising,Whitewash,26.0,0,https://www.notino.cz/whitewash/remineralising-belici-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//whitewash/5060249420019_01-o__151013.jpg
Herbal Fresh Trio,Sensodyne,34.67,0,https://www.notino.cz/sensodyne/herbal-fresh-trio-zubni-pasta-s-fluoridem-3-ks/,https://cdn.notinoimg.com/list_2k//sensodyne/2000028905279_01-o__221004.jpg
ADS Soothing,Curasept,219.0,0,https://www.notino.cz/curasept/ads-soothing-zklidnujici-zubni-pasta-s-gelovou-texturou/,https://cdn.notinoimg.com/list_2k//curasept/8056746070236_01-o__220203.jpg
Bělící zubní pasta Bělicí zubní pasta,Venira,219.0,0,https://www.notino.cz/venira/belici-zubni-pasta-belici-zubni-pasta-pasta-na-zuby/,https://cdn.notinoimg.com/list_2k//venira/8594198177108_01-o__240509.jpg
Instant White,White Glo,147.0,0,https://www.notino.cz/white-glo/instant-white-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//white-glo/93198714001407_01-o__220818.jpg
Dentifricio,Naturaverde,98.0,0,https://www.notino.cz/naturaverde/dentifricio-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//naturaverde/8029241123820_01-o__240125.jpg
Whitening,Elgydium,125.0,0,https://www.notino.cz/elgydium/whitening-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//elgydium/elgwhtw_ktps10__150504.jpg
Kids,Elgydium,166.67,0,https://www.notino.cz/elgydium/kids-detska-zubni-pasta-od-36-mesice/,https://cdn.notinoimg.com/list_2k//elgydium/3577056022227_01-o__220816.jpg
Bava Di Lumaca,Naturaverde,142.0,0,https://www.notino.cz/naturaverde/bava-di-lumaca-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//naturaverde/8029241123813_01-o__240130.jpg
Cavity Protection,Signal,189.33,0,https://www.notino.cz/signal/cavity-protection-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/sigcvpu_ktps05__150511.jpg
Rocket,Brush Baby,117.0,-15.0,https://www.notino.cz/brush-baby/rocket-detska-zubni-pasta-boruvka/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178102437_01-o__230613.jpg
Toothpaste Good On Ya,HAAN,234.0,-15.0,https://www.notino.cz/haan/toothpaste-good-on-ya-zubni-pasta-bez-fluoridu-plnitelna/,https://cdn.notinoimg.com/list_2k//haan/5060917120074_01-o__220405.jpg
Gum Protection Toothpaste,Biorepair,163.0,-15.0,https://www.notino.cz/biorepair/oral-care-gum-protection-zubni-pasta-pro-ochranu-dasni/,https://cdn.notinoimg.com/list_2k//biorepair/8017331054192_01-o__210825.jpg
Lasting Freshness,Blend-a-med,296.36,0,https://www.notino.cz/blend-a-med/lasting-freshness-osvezujici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391365_01-o__220816.jpg
Oral Care Toothpaste,Chicco,112.0,0,https://www.notino.cz/chicco/oral-care-zubni-pasta-pro-deti-6-m/,https://cdn.notinoimg.com/list_2k//chicco/8003670918707_01-o__231128.jpg
Daycare Protection Junior Booster,Curasept,149.33,0,https://www.notino.cz/curasept/daycare-protection-junior-booster-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//curasept/8056746073312_01-o__230605.jpg
Toothpaste,Minions,38.0,0,https://www.notino.cz/minions/toothpaste-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//minions/8032979437657_01-o__220902.jpg
Kids Sweet Orange,Truthpaste,50.67,0,https://www.notino.cz/truthpaste/kids-sweet-orange-prirodni-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080043_01-o__231127.jpg
Biosmalto Baby-Kid,Curasept,90.0,0,https://www.notino.cz/curasept/biosmalto-baby-kid-detska-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//curasept/8056746071202_01-o__220203.jpg
White,Lacalut,180.0,0,https://www.notino.cz/lacalut/white-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//lacalut/lclwhiw_ktps10__141010.jpg
Biosmalto Mousse,Curasept,75.0,0,https://www.notino.cz/curasept/biosmalto-mousse-pena-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//curasept/8056746071264_01-o__221121.jpg
Emergency Kit Red,Swissdent,100.0,0,https://www.notino.cz/swissdent/emergency-kit-red-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190181_01-o__121112.jpg
Max White Expert Micellar,Colgate,209.0,0,https://www.notino.cz/colgate/max-white-expert-micellar-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951411043_01-o__221125.jpg
Hydral,G.U.M,209.0,0,https://www.notino.cz/gum/hydral-zubni-pasta/,https://cdn.notinoimg.com/list_2k//gum/gumhydu_ktps20__150309.jpg
Glo Charcoal,White Glo,143.0,0,https://www.notino.cz/white-glo/charcoal-deep-stain-remover-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//white-glo/9319871002169_01-o__231109.jpg
Certified Organic Whitening,Ecodenta,286.0,0,https://www.notino.cz/ecodenta/certified-organic-anti-plaque-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002162_01-o__210809.jpg
Gift Sets Great Aquamarine,HAAN,121.0,0,https://www.notino.cz/haan/gift-sets-great-aquamarine-darkova-sada/,https://cdn.notinoimg.com/list_2k//haan/5060669780908_01-o__220819.jpg
Complete Protect 7 Original,Blend-a-med,161.33,0,https://www.notino.cz/blend-a-med/complete-protect-7-original-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391488_01-o__220816.jpg
Natural Strawberry,Brush Baby,410.0,0,https://www.notino.cz/brush-baby/natural-strawberry-zubni-pasta-pro-deti-s-jahodovou-prichuti/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178102918_01-o__230613.jpg
Green Wild Strawberry Flavoured,Ecodenta,820.0,0,https://www.notino.cz/ecodenta/green-wild-strawberry-flavoured-zubni-pasta-pro-deti-s-vuni-lesnich-jahod-a-extraktem-z-mrkve/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001331743_01-o__160825.jpg
Kids Mild Mint,Truthpaste,492.0,0,https://www.notino.cz/truthpaste/kids-mild-mint-prirodni-zubni-pasta-pro-deti-mata/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080067_01-o__231127.jpg
Perfect White Sensitive,Beverly Hills Formula,492.0,0,https://www.notino.cz/beverly-hills-formula/perfect-white-sensitive-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/5020105004340_01-o__240423.jpg
Cavity Protection Fresh Mint,Colgate,135.0,0,https://www.notino.cz/colgate/cavity-protection-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//colgate/6920354836176_01-o__230811.jpg
Charcoal,White Glo,180.0,0,https://www.notino.cz/white-glo/charcoal-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001070_01-o__210524.jpg
Black Lux Set,Curasept,439.0,-15.0,https://www.notino.cz/curasept/black-lux-set-belici-sada-na-zuby/,https://cdn.notinoimg.com/list_2k//curasept/8056746071486_01-o__220218.jpg
White Lux Set,Curasept,439.0,-20.0,https://www.notino.cz/curasept/white-lux-set-belici-sada-na-zuby/,https://cdn.notinoimg.com/list_2k//curasept/8056746071493_01-o__220218.jpg
3D White Delicate White,Blend-a-med,439.0,-20.0,https://www.notino.cz/blend-a-med/3d-white-delicate-white-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540793183_01-o__230221.jpg
Advanced White Volcanic Ash and Baking Soda,Colgate,439.0,-15.0,https://www.notino.cz/colgate/advanced-white-volcanic-ash-and-baking-soda-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951555488_01-o__230426.jpg
SensiVital,G.U.M,63.0,0,https://www.notino.cz/gum/sensivital-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//gum/gumsevu_ktps10__131107.jpg
Herbal Original,Colgate,84.0,0,https://www.notino.cz/colgate/herbal-original-bylinna-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/clghrow_ktps10_01__160306.jpg
Optima,Apis Natural Cosmetics,53.0,0,https://www.notino.cz/apis-natural-cosmetics/optima-zubni-pasta-s-mineraly-z-mrtveho-more/,https://cdn.notinoimg.com/list_2k//apis_natural_cosmetics/5901810041113_01-o__230906.jpg
Aktiv,Lacalut,70.67,0,https://www.notino.cz/lacalut/aktiv-belici-zubni-pasta-pro-zdrave-zuby-a-dasne/,https://cdn.notinoimg.com/list_2k//lacalut/4016369656426_01-o__200110.jpg
Integral 8 Actions,Signal,108.0,0,https://www.notino.cz/signal/integral-8-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/8720181117640_01-o__210611.jpg
Juventus,EP Line,144.0,0,https://www.notino.cz/ep-line/juventus-darkova-sada/,https://cdn.notinoimg.com/list_2k//ep-line/8029241128917_01-o__211014.jpg
KIDS Orange,MEDIBLANC,50.0,0,https://www.notino.cz/mediblanc/kids-orange-detska-zubni-pasta-2186097/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533130_01-o__220114.jpg
Oral Care Sparkly White,Himalaya Herbals,66.67,0,https://www.notino.cz/himalaya-herbals/oral-care-zubni-pasta-pro-zarive-bile-zuby/,https://cdn.notinoimg.com/list_2k//himalaya-herbals/hihorlw_ktps10__151008.jpg
Oral Care Mint Fresh,Himalaya Herbals,92.0,0,https://www.notino.cz/himalaya-herbals/oral-care-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//himalaya-herbals/hihorlw_ktps20__151009.jpg
Oral Care Complete Care,Himalaya Herbals,92.0,0,https://www.notino.cz/himalaya-herbals/oral-care-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//himalaya-herbals/hihorlw_ktps30__151008.jpg
Junior 6-12,Biorepair,195.0,0,https://www.notino.cz/biorepair/junior-detska-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//biorepair/8017331054093_01-o__220310.jpg
Oral Care Ayurvedic Dental Cream,Himalaya Herbals,260.0,0,https://www.notino.cz/himalaya-herbals/oral-care-zubni-krem-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//himalaya-herbals/8901138500306_01-o__220613.jpg
Stain-away,Himalaya Herbals,58.0,0,https://www.notino.cz/himalaya-herbals/oral-care-intenzivni-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//himalaya-herbals/6297000713977_01-o__210811.jpg
Herbal Toothpaste Fresh Herbs,Herbadent,77.33,0,https://www.notino.cz/herbadent/herbal-toothpaste-bylinna-zubni-pasta/,https://cdn.notinoimg.com/list_2k//herbadent/8594021372304_01-o__230131.jpg
Peppermint,Dr. Bronner’s,366.0,0,https://www.notino.cz/dr-bronners/dr-bronners-peppermint-belici-zubni-pasta-bez-obsahu-fluoridu/,https://cdn.notinoimg.com/list_2k//dr-bronners/0018787321102_01-o__190719.jpg
Teeth Whitening Foam,My White Secret,366.0,0,https://www.notino.cz/my-white-secret/teeth-whitening-foam-penovy-korektor-pro-beleni-zubu/,https://cdn.notinoimg.com/list_2k//my-white-secret/5060548390563_01-o__231128.jpg
White Shock Instant White,BlanX,175.0,0,https://www.notino.cz/blanx/white-shock-belici-pasta-proti-skvrnam-na-zubni-sklovine-s-okamzitym-ucinkem/,https://cdn.notinoimg.com/list_2k//blanx/8017331051573_01__160413.jpg
Whitening,BlanX,350.0,0,https://www.notino.cz/blanx/whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8017331051474_01-o__210205.jpg
JUNIOR Mint fresh,MEDIBLANC,175.0,0,https://www.notino.cz/mediblanc/junior-mint-fresh-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533147_01-o__220114.jpg
Professional Choice,White Glo,350.0,0,https://www.notino.cz/white-glo/professional-choice-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000615_01-o__210524.jpg
